race_id,runners,top1_hit,top3_hit,winner_rank,reciprocal_rank,random_top1_expected,random_top3_expected,start_time_iso,competition_id,competition_name,race_number,race_name
10150501,5,0,1,3.0,0.3333333333333333,0.2,0.6,2026-02-14T03:16:00+00:00,2,Orange,2,R2 Buckley's Carpet Court Mdn Hcp
10146904,9,1,1,1.0,1.0,0.1111111111111111,0.3333333333333333,2026-02-14T03:20:00+00:00,5,Flemington,5,R5 The Schweppes (Bm90)
10150775,7,0,0,4.0,0.25,0.14285714285714285,0.42857142857142855,2026-02-14T03:22:00+00:00,2,Dalby,2,R2 Des Burns Memorial Hcp (55)
10150562,9,0,0,6.0,0.16666666666666666,0.1111111111111111,0.3333333333333333,2026-02-14T03:25:00+00:00,3,Newcastle,3,R3 Mai-Wel Super Mdn Hcp
10150914,5,1,1,1.0,1.0,0.2,0.6,2026-02-14T03:29:00+00:00,1,Gold Coast Poly,1,R1 Apparent Rocky Mdn Plate
10146837,10,0,1,3.0,0.3333333333333333,0.1,0.3,2026-02-14T03:32:00+00:00,4,Morphettville,4,R4 Quayclean Mdn Plate
10150512,13,0,0,7.0,0.14285714285714285,0.07692307692307693,0.23076923076923078,2026-02-14T03:36:00+00:00,3,Ballarat,3,R3 Pipe Pro Directional Drilling Mdn Plate
10146772,9,0,0,8.5,0.11764705882352941,0.1111111111111111,0.3333333333333333,2026-02-14T03:40:00+00:00,999,Randwick,5,R5 Wellington Racing Club Trophy (Bm88)
10147273,7,0,0,6.0,0.16666666666666666,0.14285714285714285,0.42857142857142855,2026-02-14T03:48:00+00:00,5,Eagle Farm,5,R5 Become A Brc Member Hcp
10146905,10,0,1,2.0,0.5,0.1,0.3,2026-02-14T03:55:00+00:00,999,Flemington,6,R6 Be Captivated Trophy
10150776,4,1,1,1.0,1.0,0.25,0.75,2026-02-14T03:57:00+00:00,3,Dalby,3,R3 Grahams Gallop Hcp
10150561,8,0,0,7.0,0.14285714285714285,0.125,0.375,2026-02-14T04:00:00+00:00,4,Newcastle,4,R4 Manning Valley Free Range Eggs Midway Mdn Hcp
10150915,5,0,1,2.0,0.5,0.2,0.6,2026-02-14T04:04:00+00:00,2,Gold Coast Poly,2,R2 Airr & Tuckers Anniversary (Bm55)
10146835,6,0,0,5.0,0.2,0.16666666666666666,0.5,2026-02-14T04:07:00+00:00,5,Morphettville,5,R5 Thomas Farms Hcp (C2)
10146775,9,0,0,4.0,0.25,0.1111111111111111,0.3333333333333333,2026-02-14T04:15:00+00:00,6,Randwick,6,R6 Tab Light Fingers Stakes
10147456,6,1,1,1.0,1.0,0.16666666666666666,0.5,2026-02-14T04:19:00+00:00,1,Pinjarra,1,R1 Gannon's Racing Colours (Bm72+)
10147271,9,0,1,3.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,2026-02-14T04:23:00+00:00,6,Eagle Farm,6,R6 Xxxx Hcp
10150499,7,0,0,4.0,0.25,0.14285714285714285,0.42857142857142855,2026-02-14T04:26:00+00:00,3,Orange,3,R3 Pirtek Orange (Bm50)
10146974,8,0,0,5.0,0.2,0.125,0.375,2026-02-14T04:28:00+00:00,1,Darwin,1,R1 Bet365 Mdn Plate
10146903,8,1,1,1.0,1.0,0.125,0.375,2026-02-14T04:30:00+00:00,7,Flemington,7,R7 The Elms Hcp
10150777,8,0,1,2.0,0.5,0.125,0.375,2026-02-14T04:32:00+00:00,4,Dalby,4,R4 Raaf 117981 Race (Bm58)
10150559,10,0,0,10.0,0.1,0.1,0.3,2026-02-14T04:35:00+00:00,5,Newcastle,5,R5 Bonvilla Estate (Bm64)
10150918,10,1,1,1.0,1.0,0.1,0.3,2026-02-14T04:39:00+00:00,3,Gold Coast Poly,3,R3 Keep Them Super With Supercoat (Bm55)
10146839,9,0,0,5.0,0.2,0.1111111111111111,0.3333333333333333,2026-02-14T04:42:00+00:00,6,Morphettville,6,R6 Sportsbet Same Race Multi (Bm72)
10150514,14,0,0,4.0,0.25,0.07142857142857142,0.21428571428571427,2026-02-14T04:46:00+00:00,5,Ballarat,5,R5 Sportsbet Jockey Watch (Bm56)
10146779,6,0,0,5.0,0.2,0.16666666666666666,0.5,2026-02-14T04:50:00+00:00,7,Randwick,7,R7 Asahi Super Dry Expressway Stakes
10147455,10,0,0,4.0,0.25,0.1,0.3,2026-02-14T04:56:00+00:00,2,Pinjarra,2,R2 Tabtouch Westspeed Platinum (Rs0ly)
10147272,9,0,0,4.0,0.25,0.1111111111111111,0.3333333333333333,2026-02-14T05:02:00+00:00,7,Eagle Farm,7,R7 Girls Day Out 7 March Hcp
10150500,6,0,1,3.0,0.3333333333333333,0.16666666666666666,0.5,2026-02-14T05:05:00+00:00,4,Orange,4,R4 Orange Vet Hospital (Bm50)
10146975,8,0,1,2.0,0.5,0.125,0.375,2026-02-14T05:07:00+00:00,2,Darwin,2,R2 Renew Your Dtc Membership (Bm76)
10146900,8,1,1,1.0,1.0,0.125,0.375,2026-02-14T05:10:00+00:00,8,Flemington,8,R8 Black Caviar Lightning
10150773,8,0,0,6.0,0.16666666666666666,0.125,0.375,2026-02-14T05:12:00+00:00,999,Dalby,5,R5 Bunty's 80Th Breakaway (Bm58)
10150563,9,0,0,7.5,0.13333333333333333,0.1111111111111111,0.3333333333333333,2026-02-14T05:15:00+00:00,999,Newcastle,6,R6 Calvary Mater Newcastle Provincial (Bm64)
10150916,8,0,0,8.0,0.125,0.125,0.375,2026-02-14T05:19:00+00:00,4,Gold Coast Poly,4,R4 Hygain Edge Mdn Plate
10146841,13,0,0,8.0,0.125,0.07692307692307693,0.23076923076923078,2026-02-14T05:22:00+00:00,999,Morphettville,7,R7 Canadian Club Hcp (62)
10150515,9,1,1,1.0,1.0,0.1111111111111111,0.3333333333333333,2026-02-14T05:26:00+00:00,6,Ballarat,6,R6 Brandt Community Cup (Bm62)
10146773,10,0,0,4.0,0.25,0.1,0.3,2026-02-14T05:30:00+00:00,8,Randwick,8,R8 Petaluma Apollo Stakes
10147458,12,0,1,3.0,0.3333333333333333,0.08333333333333333,0.25,2026-02-14T05:36:00+00:00,3,Pinjarra,3,R3 Darling View Thoroughbreds - Dare To Dream (Rs0ly)
10147269,10,0,0,5.0,0.2,0.1,0.3,2026-02-14T05:42:00+00:00,999,Eagle Farm,8,R8 Drinkwise (Bm85)
10150496,9,0,0,4.0,0.25,0.1111111111111111,0.3333333333333333,2026-02-14T05:45:00+00:00,5,Orange,5,R5 The Parkview Hotel Plate (C1)
10146906,11,0,1,2.5,0.4,0.09090909090909091,0.2727272727272727,2026-02-14T05:50:00+00:00,9,Flemington,9,R9 Cs Hayes Stakes
10150560,6,1,1,1.0,1.0,0.16666666666666666,0.5,2026-02-14T05:55:00+00:00,7,Newcastle,7,R7 Prosperity Advisers Group Hcp (C1)
10150920,6,0,1,3.0,0.3333333333333333,0.16666666666666666,0.5,2026-02-14T05:59:00+00:00,5,Gold Coast Poly,5,"R5 Gallagher, Protect What Matters (Bm65)"
10146840,14,1,1,1.0,1.0,0.07142857142857142,0.21428571428571427,2026-02-14T06:02:00+00:00,8,Morphettville,8,R8 Sportsbet Get On Extra (Bm62)
10150517,14,0,0,12.0,0.08333333333333333,0.07142857142857142,0.21428571428571427,2026-02-14T06:06:00+00:00,7,Ballarat,7,R7 Ciaron Maher Racing (Bm56)
10146776,10,0,0,3.5,0.2857142857142857,0.1,0.3,2026-02-14T06:10:00+00:00,9,Randwick,9,R9 Robrick Lodge Triscay Stakes
10150544,10,0,0,7.0,0.14285714285714285,0.1,0.3,2026-02-14T06:14:00+00:00,1,Toowoomba,1,R1 Southern Cross Sheds Hcp (C1)
10150497,7,0,1,2.0,0.5,0.14285714285714285,0.42857142857142855,2026-02-14T06:15:00+00:00,6,Orange,6,R6 Angullong Wines (Bm50)
10147460,11,0,1,3.0,0.3333333333333333,0.09090909090909091,0.2727272727272727,2026-02-14T06:18:00+00:00,4,Pinjarra,4,R4 Duncan Equine Group (Rs1mw)
10146978,9,0,0,3.5,0.2857142857142857,0.1111111111111111,0.3333333333333333,2026-02-14T06:20:00+00:00,4,Darwin,4,R4 Ladbrokes Summer Sprint Series Hcp (64)
10147274,9,0,1,3.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,2026-02-14T06:22:00+00:00,9,Eagle Farm,9,R9 Cricks Highway Hcp
10146902,10,1,1,1.0,1.0,0.1,0.3,2026-02-14T06:30:00+00:00,351,Flemington,10,R10 Frances Tressady Stakes
10150556,9,0,0,6.5,0.15384615384615385,0.1111111111111111,0.3333333333333333,2026-02-14T06:35:00+00:00,8,Newcastle,8,R8 Connectability (Bm68)
10150917,10,1,1,1.0,1.0,0.1,0.3,2026-02-14T06:40:00+00:00,6,Gold Coast Poly,6,R6 Zoetis & Airr Classic Hcp (55)
10146838,14,0,1,2.0,0.5,0.07142857142857142,0.21428571428571427,2026-02-14T06:44:00+00:00,9,Morphettville,9,R9 Sportsbet Blackbook (Bm72)
10146771,10,0,0,10.0,0.1,0.1,0.3,2026-02-14T06:50:00+00:00,999,Randwick,10,R10 Macquarie St Social (Bm88)
10150545,7,0,0,4.0,0.25,0.14285714285714285,0.42857142857142855,2026-02-14T06:54:00+00:00,2,Toowoomba,2,R2 Thank You Long & Life Members (Bm60)
10146979,5,1,1,1.0,1.0,0.2,0.6,2026-02-14T06:56:00+00:00,5,Darwin,5,R5 Rydges Palmerston Hcp
10147457,10,0,0,3.5,0.2857142857142857,0.1,0.3,2026-02-14T06:58:00+00:00,5,Pinjarra,5,R5 Geisel Park Stud (Rs1mw)
10147278,12,1,1,1.0,1.0,0.08333333333333333,0.25,2026-02-14T07:07:00+00:00,335,Eagle Farm,10,R10 Ladbrokes Hosted Pots (Bm85)
10150919,5,0,1,3.0,0.3333333333333333,0.2,0.6,2026-02-14T07:18:00+00:00,7,Gold Coast Poly,7,R7 Virbac Animal Health (Bm70)
10150543,10,1,1,1.0,1.0,0.1,0.3,2026-02-14T07:25:00+00:00,3,Toowoomba,3,R3 Livewired Electrical Mdn Hcp
10146977,7,0,0,5.0,0.2,0.14285714285714285,0.42857142857142855,2026-02-14T07:32:00+00:00,6,Darwin,6,R6 Sportsbet Hcp (58)
10147459,12,0,0,11.0,0.09090909090909091,0.08333333333333333,0.25,2026-02-14T07:39:00+00:00,999,Pinjarra,6,R6 Thoroughbred Breeders Wa Platinum Classic (Bm66+)
10150539,10,0,0,5.0,0.2,0.1,0.3,2026-02-14T07:56:00+00:00,4,Toowoomba,4,R4 Sherrin Rentals Mdn Plate
10147452,14,0,1,2.0,0.5,0.07142857142857142,0.21428571428571427,2026-02-14T08:17:00+00:00,7,Pinjarra,7,R7 Magic Millions Wa 2Yo Classic (Rl)
10150540,7,0,0,4.5,0.2222222222222222,0.14285714285714285,0.42857142857142855,2026-02-14T08:34:00+00:00,5,Toowoomba,5,R5 Gerry Brown's Shelving And Storage (Bm60)
10147454,16,0,0,5.0,0.2,0.0625,0.1875,2026-02-14T08:53:00+00:00,8,Pinjarra,8,R8 Magic Millions Wa 3Yo Trophy (Rl)
10150541,10,0,0,7.0,0.14285714285714285,0.1,0.3,2026-02-14T09:13:00+00:00,6,Toowoomba,6,R6 Better Lawyer Group Mdn Hcp
10147453,12,0,0,11.0,0.09090909090909091,0.08333333333333333,0.25,2026-02-14T09:28:00+00:00,9,Pinjarra,9,R9 Tabtouch Punters Club - Pinjarra Classic Sun 22 Feb (Rs1mw)
10150542,5,0,0,4.0,0.25,0.2,0.6,2026-02-14T09:49:00+00:00,7,Toowoomba,7,R7 Vale Les Clarke (Bm70)
10172155,8,0,0,6.0,0.16666666666666666,0.125,0.375,2026-02-21T00:17:00+00:00,3,Otaki,3,R3 The Tele Ōtaki (Bm65)
10172121,15,0,0,9.0,0.1111111111111111,0.06666666666666667,0.2,2026-02-21T00:35:00+00:00,3,Ellerslie,3,R3 Bentleys Chartered Accountants (Bm75)
10172156,9,0,0,7.0,0.14285714285714285,0.1111111111111111,0.3333333333333333,2026-02-21T00:55:00+00:00,4,Otaki,4,R4 Fastinternet.nz (Bm75)
10172119,12,0,1,3.0,0.3333333333333333,0.08333333333333333,0.25,2026-02-21T01:09:00+00:00,4,Ellerslie,4,R4 Eagle Technology Uncle Remus Stakes
10172306,9,0,0,4.0,0.25,0.1111111111111111,0.3333333333333333,2026-02-21T01:15:00+00:00,1,Caulfield,1,R1 Whispering Angel (Bm78)
10172475,7,0,1,2.0,0.5,0.14285714285714285,0.42857142857142855,2026-02-21T01:22:00+00:00,1,Alice Springs,1,R1 St Patrick's Day Cup March 15Th Hcp (64)
10172318,8,0,1,2.0,0.5,0.125,0.375,2026-02-21T01:30:00+00:00,1,Rosehill,1,R1 Midway (Bm72)
10172149,11,0,0,5.5,0.18181818181818182,0.09090909090909091,0.2727272727272727,2026-02-21T01:37:00+00:00,5,Otaki,5,R5 Vets On Riverbank (Bm75)
10172298,7,0,0,5.0,0.2,0.14285714285714285,0.42857142857142855,2026-02-21T01:45:00+00:00,2,Caulfield,2,R2 Sportsbet Zeditave Stakes
10172118,12,0,0,5.0,0.2,0.08333333333333333,0.25,2026-02-21T01:52:00+00:00,999,Ellerslie,5,R5 Eagle Technology Avondale Guineas
10172234,6,1,1,1.0,1.0,0.16666666666666666,0.5,2026-02-21T01:56:00+00:00,1,Morphettville,1,R1 M&J Chickens (Bm80)
10172478,5,0,0,3.5,0.2857142857142857,0.2,0.6,2026-02-21T02:00:00+00:00,2,Alice Springs,2,R2 Vale Michael Smith Hcp (58)
10172316,13,0,0,5.0,0.2,0.07692307692307693,0.23076923076923078,2026-02-21T02:05:00+00:00,2,Rosehill,2,R2 Tab Highway Hcp (C3)
10172374,7,1,1,1.0,1.0,0.14285714285714285,0.42857142857142855,2026-02-21T02:12:00+00:00,1,Doomben,1,R1 Gallopers Sports Club Hcp
10172153,8,1,1,1.0,1.0,0.125,0.375,2026-02-21T02:14:00+00:00,6,Otaki,6,R6 Harcourts Ōtaki Hcp
10176190,8,0,0,4.0,0.25,0.125,0.375,2026-02-21T02:16:00+00:00,1,Wyong,1,R1 Gosford Masonic Centre Plate (C1)
10172303,7,0,1,2.0,0.5,0.14285714285714285,0.42857142857142855,2026-02-21T02:20:00+00:00,3,Caulfield,3,R3 Sportsbet Victoria Gold Cup
10172116,11,0,0,7.0,0.14285714285714285,0.09090909090909091,0.2727272727272727,2026-02-21T02:28:00+00:00,999,Ellerslie,6,R6 Sport Nation Ōtaki Māori Classic
10172232,8,0,0,5.0,0.2,0.125,0.375,2026-02-21T02:32:00+00:00,2,Morphettville,2,R2 Sportsbet Adelaide Cup Day Monday 9 March Hcp (66)
10172480,5,0,0,5.0,0.2,0.2,0.6,2026-02-21T02:34:00+00:00,3,Alice Springs,3,R3 Gallagher Insurance Brokers Hcp (C2)
10176065,10,0,0,5.5,0.18181818181818182,0.1,0.3,2026-02-21T02:36:00+00:00,1,Yarra Valley,1,R1 Coopersmith Group Mdn Plate
10172365,7,0,1,3.0,0.3333333333333333,0.14285714285714285,0.42857142857142855,2026-02-21T02:47:00+00:00,2,Doomben,2,R2 Become A Brc Member (Bm80)
10172150,9,0,0,5.0,0.2,0.1111111111111111,0.3333333333333333,2026-02-21T02:49:00+00:00,999,Otaki,7,R7 New World Ōtaki Hcp
10176191,6,1,1,1.0,1.0,0.16666666666666666,0.5,2026-02-21T02:51:00+00:00,2,Wyong,2,R2 Wyong Roos Foundation Mdn Hcp
10168710,4,1,1,1.0,1.0,0.25,0.75,2026-02-21T02:53:00+00:00,1,Kangaroo Island,1,R1 Sealink (Bm58)
10172305,13,0,0,8.0,0.125,0.07692307692307693,0.23076923076923078,2026-02-21T02:55:00+00:00,4,Caulfield,4,R4 Stow Storage Autumn Classic
10176082,5,1,1,1.0,1.0,0.2,0.6,2026-02-21T03:00:00+00:00,1,Mudgee,1,R1 Printstrom Showcase Mdn Plate
10172122,18,0,0,10.0,0.1,0.05555555555555555,0.16666666666666666,2026-02-21T03:03:00+00:00,999,Ellerslie,7,R7 Eagle Technology Avondale Cup
10176202,15,0,0,6.0,0.16666666666666666,0.06666666666666667,0.2,2026-02-21T03:04:00+00:00,1,Gold Coast,1,R1 Viva Racing Mdn Hcp
10172236,9,0,1,2.0,0.5,0.1111111111111111,0.3333333333333333,2026-02-21T03:07:00+00:00,3,Morphettville,3,R3 Ule Hoof Oil (Bm64)
10172473,6,0,0,4.0,0.25,0.16666666666666666,0.5,2026-02-21T03:09:00+00:00,4,Alice Springs,4,R4 Ladbrokes Big Bets (Bm76)
10176060,9,0,1,2.5,0.4,0.1111111111111111,0.3333333333333333,2026-02-21T03:11:00+00:00,2,Yarra Valley,2,R2 Mark Leonard Plumbing Mdn Plate
10176045,6,0,0,3.5,0.2857142857142857,0.16666666666666666,0.5,2026-02-21T03:20:00+00:00,1,Tuncurry,1,R1 Tuncurry Beach Bowling Club (Bm50)
10172154,12,0,0,4.0,0.25,0.08333333333333333,0.25,2026-02-21T03:24:00+00:00,8,Otaki,8,R8 Ōtaki Tyre Repairs (Bm65)
10176195,5,0,1,2.0,0.5,0.2,0.6,2026-02-21T03:26:00+00:00,3,Wyong,3,R3 Abbey Timber - Gary Turner Memorial Provincial Mdn Plate
10168711,4,1,1,1.0,1.0,0.25,0.75,2026-02-21T03:28:00+00:00,2,Kangaroo Island,2,R2 Hahn West End (Bm62)
10172304,9,1,1,1.0,1.0,0.1111111111111111,0.3333333333333333,2026-02-21T03:30:00+00:00,5,Caulfield,5,R5 Sportsbet Angus Armanasco Stakes
10176084,8,1,1,1.0,1.0,0.125,0.375,2026-02-21T03:35:00+00:00,2,Mudgee,2,R2 Manly Sea Eagles Country Boosted Mdn Hcp
10172115,17,0,0,4.0,0.25,0.058823529411764705,0.17647058823529413,2026-02-21T03:38:00+00:00,8,Ellerslie,8,R8 Al Basti Equiworld Dubai New Zealand Oaks
10176199,9,0,0,4.0,0.25,0.1111111111111111,0.3333333333333333,2026-02-21T03:39:00+00:00,2,Gold Coast,2,R2 Bendworx Steel Solutions Mdn Hcp
10172474,5,0,0,4.0,0.25,0.2,0.6,2026-02-21T03:44:00+00:00,5,Alice Springs,5,R5 Povey Stirk Lawyers Mdn Plate
10176061,10,1,1,1.0,1.0,0.1,0.3,2026-02-21T03:46:00+00:00,3,Yarra Valley,3,R3 Mounting Yard Diamond Mdn Plate
10172314,9,0,0,8.0,0.125,0.1111111111111111,0.3333333333333333,2026-02-21T03:50:00+00:00,5,Rosehill,5,R5 Racing And Sports (Bm100)
10176041,7,1,1,1.0,1.0,0.14285714285714285,0.42857142857142855,2026-02-21T03:55:00+00:00,2,Tuncurry,2,R2 Forster Bowling Club (Bm50)
10172366,12,0,1,3.0,0.3333333333333333,0.08333333333333333,0.25,2026-02-21T03:58:00+00:00,4,Doomben,4,R4 Racecourse Village Hcp (68)
10176192,6,0,1,3.0,0.3333333333333333,0.16666666666666666,0.5,2026-02-21T04:02:00+00:00,4,Wyong,4,R4 Rentokil Initial Midway (Bm64)
10168712,7,0,0,5.0,0.2,0.14285714285714285,0.42857142857142855,2026-02-21T04:03:00+00:00,3,Kangaroo Island,3,R3 Novotel Melbourne South Wharf (Bm58)
10172301,9,0,0,4.0,0.25,0.1111111111111111,0.3333333333333333,2026-02-21T04:05:00+00:00,6,Caulfield,6,R6 Catanach's Jewellers Mannerism Stakes
10176083,9,0,0,7.0,0.14285714285714285,0.1111111111111111,0.3333333333333333,2026-02-21T04:10:00+00:00,3,Mudgee,3,R3 Gooree Park Wines Country Boosted Showcase Hcp (C1)
10172114,12,0,1,1.5,0.6666666666666666,0.08333333333333333,0.25,2026-02-21T04:13:00+00:00,9,Ellerslie,9,R9 Horizon By Skycity Hcp
10176200,14,1,1,1.0,1.0,0.07142857142857142,0.21428571428571427,2026-02-21T04:14:00+00:00,3,Gold Coast,3,R3 Stephen Mclean Racing Mdn Hcp
10172228,9,1,1,1.0,1.0,0.1111111111111111,0.3333333333333333,2026-02-21T04:17:00+00:00,5,Morphettville,5,R5 Sportsbet Cinderella Stakes
10172479,4,1,1,1.0,1.0,0.25,0.75,2026-02-21T04:19:00+00:00,6,Alice Springs,6,R6 Easycarwash (Bm54)
10176062,10,1,1,1.0,1.0,0.1,0.3,2026-02-21T04:21:00+00:00,4,Yarra Valley,4,R4 Intraceuticals Hcp (56)
10172310,9,0,0,4.0,0.25,0.1111111111111111,0.3333333333333333,2026-02-21T04:25:00+00:00,6,Rosehill,6,R6 Chandon Silver Slipper Stakes
10172663,8,1,1,1.0,1.0,0.125,0.375,2026-02-21T04:28:00+00:00,1,Ascot,1,R1 Mca Polytrack Hcp
10176042,10,0,0,4.0,0.25,0.1,0.3,2026-02-21T04:30:00+00:00,3,Tuncurry,3,R3 Ray Jacobs Mw Mdn Plate
10172372,8,1,1,1.0,1.0,0.125,0.375,2026-02-21T04:32:00+00:00,5,Doomben,5,R5 Drinkwise Hcp
10176194,6,1,1,1.0,1.0,0.16666666666666666,0.5,2026-02-21T04:36:00+00:00,5,Wyong,5,R5 Freemasons Central Coast/Karagi Court Mdn Hcp
10172307,8,0,1,3.0,0.3333333333333333,0.125,0.375,2026-02-21T04:40:00+00:00,7,Caulfield,7,R7 Henley Homes Futurity Stakes
10176085,11,1,1,1.0,1.0,0.09090909090909091,0.2727272727272727,2026-02-21T04:45:00+00:00,4,Mudgee,4,R4 The Rabbitohs Classic Showcase (Bm58)
10176198,10,0,0,4.0,0.25,0.1,0.3,2026-02-21T04:49:00+00:00,4,Gold Coast,4,R4 Matthew Dunn Racing Hcp
10172230,11,0,0,10.0,0.1,0.09090909090909091,0.2727272727272727,2026-02-21T04:52:00+00:00,999,Morphettville,6,R6 Daniel 'Mini' Balfour Memorial (Bm64)
10172476,4,1,1,1.0,1.0,0.25,0.75,2026-02-21T04:54:00+00:00,7,Alice Springs,7,R7 Pfd Foods Race Day 18Th April (Bm76)
10176063,10,0,0,6.0,0.16666666666666666,0.1,0.3,2026-02-21T04:56:00+00:00,999,Yarra Valley,5,R5 Shades Of Pink Diamond Hcp (56)
10172312,14,0,1,3.0,0.3333333333333333,0.07142857142857142,0.21428571428571427,2026-02-21T05:00:00+00:00,7,Rosehill,7,R7 Parramatta Cup
10172671,9,0,1,2.0,0.5,0.1111111111111111,0.3333333333333333,2026-02-21T05:03:00+00:00,2,Ascot,2,R2 Tabtouch - Westspeed Platinum (Rs0ly)
10176043,10,0,1,3.0,0.3333333333333333,0.1,0.3,2026-02-21T05:05:00+00:00,4,Tuncurry,4,R4 Club Forster/Sporties (Bm50)
10172371,11,1,1,1.0,1.0,0.09090909090909091,0.2727272727272727,2026-02-21T05:07:00+00:00,999,Doomben,6,R6 Ladbrokes Blackbook (Rs0mw)
10176196,6,0,1,2.0,0.5,0.16666666666666666,0.5,2026-02-21T05:11:00+00:00,6,Wyong,6,R6 Wideline Windows & Doors Super Mdn Hcp
10168707,8,1,1,1.0,1.0,0.125,0.375,2026-02-21T05:13:00+00:00,5,Kangaroo Island,5,R5 Sportsbet (Bm54)
10172302,16,0,0,7.0,0.14285714285714285,0.0625,0.1875,2026-02-21T05:15:00+00:00,999,Caulfield,8,R8 Sportsbet Blue Diamond Stakes
10176086,11,0,0,10.5,0.09523809523809523,0.09090909090909091,0.2727272727272727,2026-02-21T05:20:00+00:00,999,Mudgee,5,R5 Radio 2Mg & Real Fm Showcase (Bm66)
10172608,8,0,0,4.0,0.25,0.125,0.375,2026-02-21T05:22:00+00:00,1,Albany,1,R1 Tabtouch Same Race Multi Mdn
10176204,8,0,0,3.5,0.2857142857142857,0.125,0.375,2026-02-21T05:24:00+00:00,5,Gold Coast,5,R5 Widden Stud (Bm65)
10172235,15,0,0,14.0,0.07142857142857142,0.06666666666666667,0.2,2026-02-21T05:27:00+00:00,999,Morphettville,7,R7 Sportsbet Lord Reims Stakes
10172477,5,0,0,5.0,0.2,0.2,0.6,2026-02-21T05:29:00+00:00,8,Alice Springs,8,R8 Tradies Day April 11Th Free Entry Hcp (64)
10176064,10,1,1,1.0,1.0,0.1,0.3,2026-02-21T05:31:00+00:00,6,Yarra Valley,6,R6 Sgs Logistics Hcp (56)
10172313,7,1,1,1.0,1.0,0.14285714285714285,0.42857142857142855,2026-02-21T05:35:00+00:00,8,Rosehill,8,R8 Kia Ora Hobartville Stakes
10172664,14,0,1,2.5,0.4,0.07142857142857142,0.21428571428571427,2026-02-21T05:39:00+00:00,3,Ascot,3,R3 City Of Belmont Plate
10176044,9,0,1,2.0,0.5,0.1111111111111111,0.3333333333333333,2026-02-21T05:41:00+00:00,5,Tuncurry,5,R5 Mid Coast Automotive Plate (C1)
